Epoch	EpLen	AvgRet	StdRet	MaxRet	MinRet	FinalScore	AvgVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossEnt	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
311	200.0	0.30522582	0.09278352	0.825724	0.14935084	0.3890253	13.221949	3.180875	38.709335	9.607562	62400	-0.0016288213	-0.5429404	0.46051398	1.6287668e-06	0.001267612	0.54294044	0.00016769269	0.0	99.0	24328.22690796852
312	200.0	0.33318847	0.11083089	0.93201715	0.15088645	0.42772564	13.613725	3.7774627	39.881054	9.272796	62600	-0.0016248513	-0.5416169	0.54652715	-1.1663651e-06	0.008415401	0.5416169	0.00021177137	0.0	99.0	24404.47079205513
313	200.0	0.37665677	0.11093489	0.96307546	0.17030159	0.47384882	13.665366	3.7120645	39.758926	9.190254	62800	-0.0016242705	-0.54142344	0.6043308	-3.9626844e-05	-0.008818805	0.5414234	0.000580767	0.0	99.0	24484.188024759293
314	200.0	0.25107267	0.08277617	0.9100428	0.10507772	0.32548216	12.123882	2.8445315	39.454082	9.271182	63000	-0.0016307171	-0.54357255	0.38491157	-3.7099235e-05	-0.0067171156	0.54357255	0.00020206325	0.0	99.0	24564.25217437744
315	200.0	0.34087378	0.09669166	0.9816254	0.16932887	0.4327343	13.209963	3.2616637	39.257816	8.917413	63200	-0.001628876	-0.5429587	0.504585	-3.9694365e-05	-0.009064794	0.54295874	0.0004311064	0.0	99.0	24640.524226665497
316	200.0	0.23072824	0.07792555	0.9903998	0.09768886	0.29686922	12.121345	2.5233932	40.392593	9.597479	63400	-0.001629506	-0.5431687	0.35932294	-3.0865544e-05	-0.029024273	0.5431687	0.00037481898	0.0	99.0	24720.300168275833
317	200.0	0.31950825	0.11168992	0.94976056	0.14508317	0.41685992	13.099611	3.881245	39.34157	8.808232	63600	-0.0016305723	-0.54352456	0.52497065	-1.5710597e-05	0.00015968084	0.54352456	0.00047994844	0.0	99.0	24796.52144598961
318	200.0	0.19186948	0.07146665	0.95215297	0.07486976	0.24964413	11.304776	2.4265854	39.838375	8.593771	63800	-0.0016313059	-0.54376864	0.3430943	3.6484562e-07	-0.03244713	0.54376864	0.00035188408	0.0	99.0	24872.951105594635
319	200.0	0.27179113	0.08785796	0.788502	0.13216528	0.34461415	12.3201885	3.102679	39.23299	8.828166	64000	-0.001632898	-0.5442996	0.40147036	-7.388182e-06	-0.0012153685	0.54429954	0.0003465155	0.0	99.0	24952.970130205154
320	200.0	0.24874622	0.07368779	0.8101601	0.12150768	0.31701824	12.223066	2.4080942	37.99481	9.607081	64200	-0.0016314936	-0.5438311	0.35873893	-1.6951468e-05	-0.016475588	0.54383117	0.00018040041	0.0	99.0	25033.047702789307
321	200.0	0.35549805	0.100894794	0.94502145	0.16338626	0.44603014	13.290973	3.4279568	39.19416	8.86807	64400	-0.0016288309	-0.5429434	0.5355069	-3.5994453e-06	-0.019514203	0.5429435	0.00041481713	0.0	99.0	25113.251924276352
322	200.0	0.2460097	0.08337434	0.9524211	0.11450854	0.31618285	12.512024	2.817592	39.995243	9.579446	64600	-0.0016294908	-0.5431641	0.3998195	-5.1959185e-05	-0.021395713	0.543164	0.0005821591	0.0	99.0	25189.939390420914
323	200.0	0.4008977	0.11979731	0.8285387	0.18509634	0.50921446	14.113305	3.9656284	38.044865	9.549696	64800	-0.0016313762	-0.543792	0.68067944	-7.360475e-06	-0.023142993	0.54379207	0.0009089693	0.0	99.0	25266.54378938675
324	200.0	0.3292253	0.11062702	0.9640755	0.16604614	0.42017785	13.495419	3.8000937	39.308716	9.722259	65000	-0.0016272918	-0.54243034	0.5306776	-2.9188464e-05	-0.0041617155	0.5424303	0.0006804295	0.0	99.0	25343.43687105179
325	200.0	0.3393476	0.10774885	0.96164143	0.15303297	0.43480095	13.7821	3.563302	39.140633	10.020223	65200	-0.0016312437	-0.543748	0.53625304	-4.446495e-05	-0.0024830103	0.543748	0.0008131238	0.0	99.0	25420.151197195053
326	200.0	0.33633736	0.11167901	0.9694139	0.15330294	0.4328921	13.830032	3.7464588	39.37875	9.815797	65400	-0.0016342696	-0.5447564	0.559512	-1.8330757e-06	0.0033409	0.5447565	0.00045864805	0.0	99.0	25496.671900987625
327	200.0	0.29048526	0.1020091	0.98601854	0.12683852	0.37243676	13.130519	3.4635754	39.90854	9.544948	65600	-0.0016331107	-0.5443703	0.46049812	-4.351593e-05	-0.005365044	0.54437035	0.0005841393	0.0	99.0	25577.773060321808
328	200.0	0.34634852	0.1151793	0.95805764	0.14300828	0.44152126	13.014554	3.8856962	39.53955	8.840719	65800	-0.0016316834	-0.5438945	0.5436484	-2.1010055e-05	-0.0016902685	0.5438945	0.00035935294	0.0	99.0	25657.773023843765
329	200.0	0.38240102	0.11490495	0.9540337	0.18857169	0.48298225	13.662734	3.7691011	39.238247	9.298654	66000	-0.0016313598	-0.54378635	0.60554713	-1.9698637e-05	-0.016178727	0.5437864	0.00046062825	0.0	99.0	25738.164615631104
330	200.0	0.34278333	0.097991526	0.9179848	0.15831512	0.4334925	13.27905	3.258824	39.578964	9.478459	66200	-0.0016292086	-0.54306966	0.50494903	-9.407196e-05	-0.004352629	0.54306966	0.0009980219	0.0	99.0	25815.162620306015
331	200.0	0.21050446	0.06854018	0.9023763	0.09331765	0.2696787	12.024943	2.0684824	39.83032	8.883037	66400	-0.001630796	-0.54359835	0.35934162	-2.6249327e-05	-0.058190525	0.5435985	0.00055563764	0.0	99.0	25891.69881415367
332	200.0	0.30038968	0.09768851	0.96231693	0.14008988	0.38798067	12.748597	3.3588052	39.258595	8.494134	66600	-0.0016311284	-0.5437089	0.46508768	-4.2857602e-05	-0.00020754337	0.543709	0.00047760925	0.0	99.0	25968.01667714119
333	200.0	0.30190706	0.1105212	0.96738774	0.12226165	0.38806054	13.155932	3.876734	39.97343	9.416395	66800	-0.0016301115	-0.5433706	0.49069834	-4.4861226e-05	0.0033361912	0.54337054	0.0012682416	0.0	99.0	26047.855145692825
334	200.0	0.33205748	0.09762786	0.80026037	0.15230738	0.42436	13.491855	3.3597178	38.718002	8.839066	67000	-0.0016317704	-0.54392356	0.51901823	-5.760067e-05	-0.0029266477	0.5439237	0.00066247355	0.0	99.0	26128.135048627853
335	200.0	0.33797076	0.103757754	0.9172798	0.144121	0.42561343	13.924332	3.4457755	39.71009	9.847425	67200	-0.0016327945	-0.54426485	0.51800627	-1.4413963e-05	0.002937615	0.5442649	0.00024155855	0.0	99.0	26204.82236647606
336	200.0	0.3462158	0.10150963	0.92965347	0.16394466	0.4344955	13.87167	3.3833623	39.366127	10.078226	67400	-0.0016319272	-0.54397565	0.5274912	-2.5669578e-07	-0.0007606745	0.5439757	0.0003403543	0.0	99.0	26284.90499806404
337	200.0	0.33644453	0.10783245	0.96817446	0.15314108	0.42633492	13.748754	3.6128726	39.86704	9.816246	67600	-0.0016319563	-0.54398537	0.52199626	-6.515044e-05	0.004125476	0.5439854	0.00055327575	0.0	99.0	26361.174342393875
338	200.0	0.39895403	0.116716444	0.908135	0.1989989	0.5006384	14.197941	3.8377256	38.593388	9.735182	67800	-0.001633669	-0.5445565	0.65836835	-1.7432729e-05	-0.005395174	0.54455656	0.0005021267	0.0	99.0	26438.074788331985
339	200.0	0.2799468	0.0971822	0.82499474	0.115748	0.36452502	12.794505	3.4354587	39.28355	8.260393	68000	-0.0016332791	-0.54442614	0.45072976	-6.20333e-05	-0.00671041	0.5444262	0.00061974744	0.0	99.0	26518.48572587967
340	200.0	0.23022133	0.09316751	0.9459815	0.10265901	0.29699594	11.708305	3.3746297	40.119343	8.516609	68200	-0.0016316831	-0.5438944	0.381523	-4.544109e-05	-0.011975259	0.5438944	0.00025722897	0.0	99.0	26598.31705904007
341	200.0	0.37354222	0.11912131	0.958803	0.16296111	0.47940722	13.5176735	4.235148	39.476974	8.78522	68400	-0.0016301278	-0.5433759	0.64944464	-9.3464274e-05	-0.026679397	0.54337585	0.0009939059	0.0	99.0	26678.30583691597
342	200.0	0.2554417	0.10369853	0.98107255	0.124958426	0.3247374	12.546746	3.5911164	39.740864	8.784235	68600	-0.0016277813	-0.5425937	0.4260319	-2.0256033e-05	-0.013616651	0.5425938	0.0007429585	0.0	99.0	26754.940568208694
343	200.0	0.26601073	0.09516585	0.9576924	0.11567215	0.34818122	12.596834	3.452133	40.422207	9.240525	68800	-0.0016265882	-0.542196	0.4397299	-3.026356e-05	-0.009646416	0.54219604	0.0011776481	0.0	99.0	26831.158863067627
344	200.0	0.3029403	0.0985267	0.97287565	0.14128534	0.39149898	12.76608	3.4365413	39.626007	9.036017	69000	-0.0016270692	-0.54235613	0.46368265	-2.5734655e-05	0.003941953	0.54235613	0.0006478012	0.0	99.0	26907.465277433395
345	200.0	0.37967157	0.12186451	0.947141	0.17586073	0.48534593	14.172414	4.240001	40.01104	9.439606	69200	-0.001625464	-0.54182154	0.65364057	-3.697467e-05	-0.011977375	0.54182154	0.0004430901	0.0	99.0	26984.04674911499
346	200.0	0.29592243	0.09748183	0.9620395	0.1406674	0.3745973	13.034666	3.2067192	40.51981	9.5261755	69400	-0.0016300309	-0.54334354	0.43504655	-1.4675781e-05	0.0058192015	0.54334366	0.00024284387	0.0	99.0	27060.256602048874
347	200.0	0.36918873	0.10938052	0.8999037	0.17811012	0.46413186	14.213847	3.705278	39.495823	9.355407	69600	-0.0016331568	-0.54438573	0.5966547	-8.52067e-06	-0.004128933	0.5443857	0.00043928475	0.0	99.0	27140.416976213455
348	200.0	0.39752844	0.12710427	0.9148568	0.17602985	0.50511867	14.752402	4.235734	40.14321	9.9829035	69800	-0.0016277959	-0.5425987	0.70461756	-4.9041468e-05	-0.019290209	0.5425987	0.00024507628	0.0	99.0	27216.780252933502
349	200.0	0.37148768	0.10518486	0.96786755	0.17178752	0.47016698	14.588648	3.3681674	40.189163	10.032137	70000	-0.0016301486	-0.5433828	0.58130676	-2.0855572e-05	0.009384513	0.5433828	0.00039835338	0.0	99.0	27293.15492773056
350	200.0	0.29914367	0.0994324	0.99514586	0.14253859	0.38129145	13.581341	3.2660177	40.11679	9.424661	70200	-0.001629564	-0.5431879	0.4716961	-3.014505e-05	-0.0061870515	0.543188	0.00044711816	0.0	99.0	27373.14081788063
351	200.0	0.29700696	0.09938504	0.93817276	0.14528275	0.37919173	13.56616	3.3763542	39.775093	10.076101	70400	-0.0016280506	-0.54268324	0.47928986	-2.7853413e-05	-0.007178843	0.5426834	0.00045639902	0.0	99.0	27449.49880385399
352	200.0	0.27834913	0.094324805	0.8442174	0.11447578	0.35912412	13.312006	3.1325362	39.165787	9.965471	70600	-0.0016336067	-0.54453546	0.46049774	-3.5009347e-05	-0.013145298	0.54453546	0.00039469876	0.0	99.0	27529.34450483322
353	200.0	0.29489636	0.09442081	0.865938	0.13958652	0.3823835	13.319054	3.136814	39.437836	9.797369	70800	-0.0016316709	-0.5438906	0.45535684	-6.0960883e-06	0.010086954	0.5438906	0.00030587707	0.0	99.0	27605.86097431183
354	200.0	0.2887331	0.10069397	0.9909717	0.13867189	0.3694464	13.635853	3.3173444	40.398865	10.114657	71000	-0.001632077	-0.5440258	0.46908683	-7.043313e-05	-0.0066167414	0.5440258	0.0006220044	0.0	99.0	27686.90621113777
355	200.0	0.3337684	0.10800647	0.92557263	0.15161029	0.42299205	14.12932	3.6429698	40.607178	10.190819	71200	-0.0016295909	-0.5431968	0.5404236	-1.900969e-05	0.0036631823	0.54319686	0.00057735114	0.0	99.0	27763.699113845825
356	200.0	0.3495133	0.10766935	0.9744008	0.16870166	0.45023432	13.76408	3.5902793	40.242527	9.799349	71400	-0.0016228581	-0.5409529	0.5497245	-9.313994e-05	0.000892818	0.5409529	0.002640479	0.0	99.0	27843.723484754562
357	200.0	0.33203706	0.095353894	0.782897	0.13224745	0.42586076	13.351779	3.1762846	39.16737	9.623765	71600	-0.0016217924	-0.54059756	0.4933926	-3.0603143e-05	0.003908694	0.5405975	0.0002501891	0.0	99.0	27920.455213069916
358	200.0	0.28140387	0.09723032	0.7692723	0.1236007	0.3613203	13.012259	3.2131083	38.600822	9.205106	71800	-0.001621021	-0.5403403	0.4448053	-8.7879016e-05	0.004538089	0.5403403	0.0014680198	0.0	99.0	27996.566605329514
359	200.0	0.33387083	0.09864976	0.8749775	0.14848001	0.4177376	13.627215	3.2521994	39.527782	9.660905	72000	-0.001617467	-0.5391556	0.4991881	-9.9679455e-06	0.0004775226	0.5391556	0.00096205366	0.0	99.0	28076.529539823532
360	200.0	0.37002516	0.11287659	0.98104775	0.18372467	0.47229978	13.950226	3.6693108	39.752625	9.390597	72200	-0.0016190576	-0.53968596	0.59482163	-4.4734916e-06	-0.012809157	0.53968596	0.00024308368	0.0	99.0	28153.09415745735
361	200.0	0.35981882	0.117255226	1.0	0.17746945	0.45549738	14.527045	3.8489769	39.909237	9.824024	72400	-0.0016238469	-0.54128224	0.5919888	-2.8469483e-05	-0.003189087	0.5412822	0.0003483909	0.0	99.0	28229.43265390396
362	200.0	0.40444595	0.12063294	0.99586135	0.18880394	0.5132926	15.13846	4.010445	40.449368	10.365013	72600	-0.0016254177	-0.54180574	0.68981594	-5.5721495e-05	-0.004294157	0.54180574	0.0008646428	0.0	99.0	28309.40650010109
363	200.0	0.22778955	0.07319489	0.9686267	0.11358307	0.2902757	12.926933	2.2789857	39.479675	10.411551	72800	-0.00162611	-0.5420366	0.40691733	-2.3557339e-05	-0.057409912	0.5420366	0.00038438305	0.0	99.0	28385.676472187042
364	200.0	0.29063845	0.099281415	0.9901512	0.13480334	0.37149584	13.116942	3.2621777	40.806313	9.785359	73000	-0.0016294086	-0.54313624	0.44052473	-1.608301e-05	-0.0031127632	0.54313624	0.00037427692	0.0	99.0	28461.92097401619
365	200.0	0.3971254	0.12229524	0.93618584	0.18229502	0.5027661	14.220511	4.01416	39.30671	9.589675	73200	-0.001631056	-0.54368556	0.67864287	-4.348869e-05	-0.012755394	0.5436855	0.00044031304	0.0	99.0	28541.888691425323
366	200.0	0.26487997	0.08577146	0.7232574	0.12405671	0.33553708	12.675251	2.7680838	38.59034	9.190571	73400	-0.0016338612	-0.5446204	0.39709792	-2.5827787e-05	-0.002576977	0.5446204	0.0004395482	0.0	99.0	28618.337076187134
367	200.0	0.32302728	0.100802064	0.88302654	0.16207492	0.41112894	13.363399	3.373719	39.6087	9.294562	73600	-0.0016331451	-0.5443816	0.49700797	-5.4345233e-05	0.000602901	0.5443816	0.00032610958	0.0	99.0	28698.622066020966
368	200.0	0.1936438	0.07461227	0.875056	0.09586061	0.25010386	12.224518	2.5512598	39.4566	9.723085	73800	-0.0016322286	-0.5440766	0.41253805	-5.143229e-06	-0.07140297	0.54407656	7.063927e-05	0.0	99.0	28775.292017936707
369	200.0	0.37750012	0.10930893	0.8317277	0.17704737	0.47605115	14.195304	3.6329195	37.29712	8.748916	74000	-0.0016321137	-0.54403776	0.6079144	-1.2498349e-05	-0.020224035	0.54403776	0.00041757745	0.0	99.0	28851.717192411423
370	200.0	0.3973272	0.114761874	0.9961994	0.19231226	0.5040829	14.777182	3.737022	39.645844	9.896814	74200	-0.0016318711	-0.5439572	0.66455644	-9.475043e-06	8.761883e-06	0.5439572	0.00062658347	0.0	99.0	28931.282655477524
371	200.0	0.34704557	0.11164376	0.9383876	0.14890076	0.43978646	14.223633	3.7527876	39.14703	9.888393	74400	-0.0016278604	-0.54262024	0.57348794	-4.8178015e-05	0.006546974	0.54262024	0.0005003728	0.0	99.0	29011.404371976852
372	200.0	0.24257846	0.08401869	0.9254317	0.10961096	0.31815282	12.643135	2.9410737	39.211884	8.697619	74600	-0.0016299388	-0.5433127	0.41863716	1.4521182e-05	-0.029673904	0.5433127	0.0010310478	0.0	99.0	29087.720299482346
373	200.0	0.35138613	0.10457878	0.9362536	0.16017278	0.4420819	13.754141	3.535279	38.800095	8.910298	74800	-0.0016271916	-0.5423973	0.5515178	-9.320339e-05	0.0034805536	0.5423973	0.002464877	0.0	99.0	29164.12698841095
374	200.0	0.27425244	0.086944275	0.72517157	0.1134046	0.3524779	12.656846	2.9522052	39.36133	8.818177	75000	-0.0016162441	-0.5387479	0.41439778	-7.0877606e-05	-0.007193655	0.53874797	0.0023836216	0.0	99.0	29240.332825422287
375	200.0	0.35430038	0.112785324	0.9385257	0.1686106	0.45518178	13.656028	3.9089496	38.91576	9.193839	75200	-0.0016283963	-0.5427987	0.58757496	5.075941e-06	-0.0076934695	0.5427987	0.00026365253	0.0	99.0	29320.025069236755
376	200.0	0.2968014	0.08599818	0.87853456	0.14045446	0.37672597	12.791624	2.7837737	37.849846	9.548545	75400	-0.0016287594	-0.54291993	0.4104017	-2.5743037e-05	0.000790596	0.54292	0.00027199433	0.0	99.0	29396.18999147415
377	200.0	0.26055276	0.08965795	0.8462132	0.11856604	0.33679056	12.506396	3.062932	38.291965	9.269044	75600	-0.0016288767	-0.5429589	0.4066982	-2.2615888e-05	-0.0038771927	0.5429589	0.00035848556	0.0	99.0	29472.85867524147
378	200.0	0.3853218	0.10648301	0.83381724	0.18308266	0.48320478	13.957609	3.553778	37.350765	9.377858	75800	-0.001630984	-0.54366124	0.61229575	-2.224301e-05	-0.018598914	0.54366124	0.0006932969	0.0	99.0	29549.034743070602
379	200.0	0.38430482	0.116889015	0.8369991	0.18746336	0.4979334	14.424418	3.9447172	37.79785	9.797964	76000	-0.001625362	-0.54178745	0.66005254	-2.4940819e-06	-0.019443989	0.5417875	0.00012834535	0.0	99.0	29626.015974521637
380	200.0	0.26176506	0.089203365	0.96924525	0.12839828	0.331854	13.183248	2.772958	39.1661	10.165915	76200	-0.0016160354	-0.538679	0.42164138	-2.1563843e-05	-0.025598466	0.53867894	0.00029690407	0.0	99.0	29702.491936206818
381	200.0	0.3299819	0.11007309	0.90881735	0.15683393	0.42645025	13.759252	3.7259302	38.73779	9.6662445	76400	-0.0016246729	-0.54155785	0.5434757	-1.3855984e-05	-0.0022982955	0.54155797	0.000686857	0.0	99.0	29779.043252944946
382	200.0	0.36177412	0.10675318	0.93845075	0.16215082	0.45882347	13.785184	3.5431182	38.7337	9.665512	76600	-0.0016301256	-0.54337525	0.5675189	-3.7865248e-06	4.595518e-05	0.54337525	0.00033494586	0.0	99.0	29855.175948619843
383	200.0	0.3235554	0.10093785	0.8745891	0.16372658	0.40605956	13.317866	3.401257	38.687428	9.714338	76800	-0.0016293953	-0.5431317	0.4907531	-5.4726726e-05	-0.0018469393	0.5431317	0.0006705648	0.0	99.0	29934.836780548096
384	200.0	0.37688208	0.11347279	0.94063276	0.18602164	0.47808424	14.090722	3.7311	38.397964	9.961774	77000	-0.0016263956	-0.5421318	0.6162171	-4.808244e-05	0.0029230118	0.54213184	0.00043415828	0.0	99.0	30011.249781847
385	200.0	0.37447393	0.1164299	0.93778276	0.1756752	0.4732197	14.03358	3.9305034	39.239574	9.297928	77200	-0.0016282671	-0.54275614	0.62318486	-2.0986656e-05	0.010478079	0.5427562	0.00033360315	0.0	99.0	30087.588319063187
386	200.0	0.41516107	0.117045216	0.9278342	0.18849999	0.52788013	14.463388	3.9782102	38.764793	8.973149	77400	-0.0016264054	-0.542135	0.73070437	-9.431271e-06	-0.032263756	0.54213494	0.00015937809	0.0	99.0	30163.918544769287
387	200.0	0.38976645	0.11750557	0.8643419	0.1865518	0.49394682	14.360579	4.086241	38.347534	9.110883	77600	-0.0016282175	-0.5427391	0.67177796	-0.00010599813	-0.0103084445	0.5427392	0.0037286046	0.0	99.0	30244.2996199131
388	200.0	0.26315215	0.087696746	0.9861276	0.12255186	0.3335456	12.690705	3.0986078	40.01222	8.059406	77800	-0.0016012251	-0.5337417	0.41209784	-4.838896e-05	-0.025211692	0.5337416	0.0011500895	0.0	99.0	30325.342422246933
389	200.0	0.37255335	0.102040626	0.9317144	0.17920709	0.46690303	13.928584	3.5812778	39.222416	9.576115	78000	-0.0016124174	-0.5374725	0.5912214	-2.3483066e-05	-0.0019559264	0.53747255	0.00036183614	0.0	99.0	30405.425743103027
390	200.0	0.3535105	0.1130416	0.9785512	0.15854254	0.4546505	13.762113	3.9196775	39.11573	9.284994	78200	-0.001625642	-0.54188037	0.585304	-3.465917e-05	0.01273489	0.54188037	0.0003437725	0.0	99.0	30481.592700004578
391	200.0	0.39770576	0.12363056	1.0	0.17303795	0.5144615	14.290946	4.3498306	38.422993	7.913396	78400	-0.0016286685	-0.5428895	0.7236438	5.4648845e-06	-0.031733096	0.54288954	0.00077641115	0.0	99.0	30561.397089719772
392	200.0	0.3085263	0.09722099	0.762802	0.12303087	0.39581865	13.335101	3.31621	37.949055	9.360131	78600	-0.0016248683	-0.5416228	0.47433677	-6.701285e-05	-0.00040879846	0.54162294	0.0005665731	0.0	99.0	30641.50456595421
393	200.0	0.29729754	0.10004805	0.9764247	0.12384191	0.38497996	12.884792	3.445234	39.383945	9.154016	78800	-0.0016229985	-0.5409995	0.45662987	-2.9411633e-05	-0.0021584034	0.54099953	0.00038399268	0.0	99.0	30717.980069875717
394	200.0	0.4470744	0.12196634	0.9679017	0.21929798	0.560509	14.281837	4.0021214	39.66108	9.289215	79000	-0.0016182864	-0.53942865	0.80703604	-3.2752752e-05	-0.090075314	0.53942865	0.00042338553	0.0	99.0	30797.589679956436
395	200.0	0.28563976	0.11218717	0.87886274	0.12628931	0.37326035	13.331495	3.9433854	40.36307	9.356031	79200	-0.0016238104	-0.54126984	0.51003206	-2.018339e-05	-0.0032574534	0.54126984	0.00037493597	0.0	99.0	30874.134170293808
396	200.0	0.38877895	0.112041205	0.87423116	0.1795054	0.49361125	14.413551	3.796583	39.22637	9.617102	79400	-0.0016288848	-0.5429615	0.65097743	-3.9645005e-05	-0.019020915	0.5429615	0.00044246748	0.0	99.0	30954.217690467834
397	200.0	0.37842798	0.10658964	0.90468144	0.17883523	0.4745895	14.611631	3.6074376	39.926582	9.939744	79600	-0.0016208437	-0.540281	0.6093081	-2.3539527e-05	0.012905657	0.54028106	0.00046721555	0.0	99.0	31030.736001968384
398	200.0	0.31266338	0.094653256	0.96188515	0.14362346	0.3944229	13.444026	3.1670144	40.19859	9.651343	79800	-0.0016259145	-0.5419717	0.4599434	7.653842e-06	0.0023159385	0.54197174	0.00072814187	0.0	99.0	31107.587928056717
399	200.0	0.2924511	0.09410732	0.914324	0.1277154	0.37122545	13.517655	3.1198819	39.212048	9.821282	80000	-0.0016222782	-0.54075956	0.46006837	-7.144862e-05	-0.0026078522	0.5407596	0.0010384823	0.0	99.0	31187.83171606064
400	200.0	0.28825146	0.103256136	0.94086283	0.14245448	0.3750293	13.335712	3.6518743	40.16913	8.853413	80200	-0.0016262681	-0.54208916	0.4968544	-3.1591044e-05	-0.007929832	0.5420892	0.00054809655	0.0	99.0	31264.80788755417
401	200.0	0.27009204	0.0861601	0.91266364	0.12384153	0.33963126	13.066789	2.7939897	39.8253	9.2541275	80400	-0.001626946	-0.5423156	0.41735917	-4.0327897e-05	-0.018848002	0.5423156	0.0008941633	0.0	99.0	31344.209501981735
402	200.0	0.2565557	0.093698435	0.88812685	0.11945446	0.33733562	12.829996	3.3116875	40.25911	9.585043	80600	-0.0016245262	-0.54150844	0.44913417	-7.095665e-05	-0.0243119	0.54150856	0.00066843454	0.0	99.0	31425.234075784683
403	200.0	0.2899319	0.09820456	0.9276577	0.119001225	0.3680644	12.650052	3.2894592	40.144047	9.285782	80800	-0.0016233046	-0.5411015	0.4299982	-2.9077055e-05	0.002394557	0.5411015	0.0006602505	0.0	99.0	31501.71901035309
404	200.0	0.34918183	0.10224621	0.9858192	0.16608128	0.43366903	13.491591	3.3513749	39.48648	9.442167	81000	-0.0016224412	-0.5408136	0.517682	-2.9467745e-05	0.006124139	0.5408137	0.00018280219	0.0	99.0	31578.476675987244
405	200.0	0.34459725	0.10439522	0.9249513	0.16128394	0.43908814	13.089301	3.5836213	39.75964	8.840738	81200	-0.0016250842	-0.54169464	0.53276366	-3.8748025e-05	-0.008726478	0.54169464	0.0005352018	0.0	99.0	31654.990184783936
406	200.0	0.30760342	0.08820167	0.8326412	0.1553538	0.38979903	12.715777	3.006054	38.29828	9.222182	81400	-0.0016238034	-0.54126745	0.42922258	-5.124137e-06	0.008476138	0.54126745	0.0007963565	0.0	99.0	31731.644285440445
407	200.0	0.3286867	0.08671871	0.7225901	0.14957951	0.4181784	13.30185	3.003141	38.508568	8.960186	81600	-0.0016070101	-0.5356702	0.4800768	-5.515525e-05	-0.0066625476	0.5356703	0.00062895054	0.0	99.0	31813.28331875801
408	200.0	0.36637625	0.10226364	1.0	0.18326508	0.46453154	13.950932	3.5283914	39.903694	9.560015	81800	-0.0016053692	-0.53512305	0.57150286	-1.47350365e-05	-0.0023492575	0.53512305	0.00070563256	0.0	99.0	31889.663146972656
409	200.0	0.3159462	0.0970123	0.8317243	0.14427842	0.40624744	13.310216	3.3559523	38.92798	9.387644	82000	-0.0016169995	-0.5389999	0.48376992	-3.5166508e-05	-0.0029419959	0.5389999	0.0002868594	0.0	99.0	31966.090548992157
410	200.0	0.30981055	0.09632356	0.9905201	0.1505758	0.39426005	13.347275	3.224071	39.79102	9.840117	82200	-0.0016180846	-0.5393616	0.45648575	-3.3292337e-05	0.011348516	0.5393616	0.00039569492	0.0	99.0	32042.772095918655
411	200.0	0.25984403	0.08241395	0.9590668	0.12616225	0.32516983	13.171073	2.6840062	40.609177	9.782021	82400	-0.0016152981	-0.53843254	0.41853505	-2.7120463e-05	-0.037546784	0.5384326	0.00031806336	0.0	99.0	32119.045130252838
412	200.0	0.29544654	0.08711378	0.94728315	0.13880816	0.37208787	13.053693	2.8990283	40.892696	9.244578	82600	-0.0016224224	-0.5408073	0.427007	-5.6695193e-05	-0.0012530088	0.5408073	0.0005026062	0.0	99.0	32195.50717639923
413	200.0	0.2832937	0.10247556	0.908723	0.13112323	0.3615839	13.244459	3.6482801	40.60123	8.803817	82800	-0.0016208148	-0.5402718	0.47993925	-3.6657322e-05	-0.0033507347	0.5402719	0.00033410903	0.0	99.0	32271.919330120087
414	200.0	0.31662586	0.10209711	0.84642154	0.13747449	0.41200584	13.679302	3.5994096	39.179417	9.15398	83000	-0.0016230749	-0.54102486	0.5189634	-6.0261344e-05	0.016979098	0.5410249	0.0011477293	0.0	99.0	32348.40195631981
415	200.0	0.361052	0.101592295	0.95030934	0.17048061	0.4572841	14.791629	3.4375358	39.326256	10.08534	83200	-0.0016212321	-0.54041046	0.58769435	-3.911776e-05	-0.0015675426	0.5404104	0.00044415437	0.0	99.0	32424.829573631287
416	200.0	0.32068574	0.10334581	1.0	0.15041134	0.4065762	14.222182	3.4929748	40.561554	10.191836	83400	-0.0016184552	-0.5394851	0.5243607	-5.2273273e-05	-0.0064343214	0.5394852	0.00057575764	0.0	99.0	32501.26224708557
417	200.0	0.35163617	0.11065735	0.9684324	0.15675063	0.4471109	14.430316	3.7045832	40.450493	10.283085	83600	-0.0016184604	-0.5394867	0.57326716	-1.8066145e-05	-0.0026761293	0.5394868	0.00044527173	0.0	99.0	32577.664372444153
418	200.0	0.31505176	0.08996501	0.82757974	0.15280877	0.39807647	14.027459	2.89629	39.72082	10.429688	83800	-0.0016206042	-0.54020137	0.47402775	-1.9494444e-05	-0.005887538	0.5402013	0.0006285036	0.0	99.0	32657.65060687065
419	200.0	0.31330383	0.09054453	0.8205273	0.16093802	0.402302	13.7680435	2.9719257	40.130524	10.331451	84000	-0.0016195197	-0.53984	0.47708318	-2.3012864e-05	-0.0012181401	0.53984	0.0003843727	0.0	99.0	32734.06183028221
420	200.0	0.38576746	0.11433135	0.97161424	0.18433015	0.4898433	14.563723	3.6507287	40.015903	10.144861	84200	-0.0016200413	-0.54001385	0.6241055	-1.6401755e-05	0.012419403	0.54001385	0.00033089815	0.0	99.0	32810.41668534279
