Epoch	EpLen	AvgRet	StdRet	MaxRet	MinRet	FinalScore	AvgVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossEnt	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
3107	200.0	0.9100823	0.0971477	0.99085474	0.52001107	0.96699584	31.551287	1.5073782	40.28021	22.519659	621600	-0.00083114527	-0.2770496	2.4000096	-0.00020894414	-0.2324562	0.2770496	0.012626636	0.0	93.0	246699.86567783356
3108	200.0	0.80302954	0.12800506	1.0	0.4640333	0.92188454	30.156815	2.3695967	40.265034	21.64257	621800	-0.0007978199	-0.2659408	2.1203065	-3.2299547e-05	-0.15818393	0.26594082	0.0034510533	0.0	99.0	246785.87241959572
3109	200.0	0.7177685	0.10896067	0.98055345	0.5147245	0.8098675	29.630375	2.6237993	40.120804	20.280928	622000	-0.0009093571	-0.30311862	1.7639244	-0.00013581477	-0.08283031	0.30311868	0.007829735	0.0	99.0	246870.67915940285
3110	200.0	0.796269	0.11096784	0.98723984	0.48817143	0.9584513	32.811924	3.3201346	42.340374	21.411919	622200	-0.0009181702	-0.30605763	2.3604126	3.0589115e-05	-0.082968235	0.30605763	0.018434169	0.0	64.0	246955.25097489357
3111	200.0	0.86993563	0.06530164	0.9915896	0.4854936	0.97766465	33.69328	2.3364959	41.418514	22.242771	622400	-0.0009171679	-0.30572373	2.3459716	-6.1647326e-05	-0.11217332	0.30572373	0.006572982	0.0	99.0	247039.7267189026
3112	200.0	0.76724356	0.118605725	0.9396991	0.5569877	0.83223677	31.88872	2.1980474	41.584923	23.394785	622600	-0.0009507713	-0.31692216	2.0067945	-9.620207e-05	-0.16969717	0.3169222	0.0044818693	0.0	99.0	247120.27867603302
3113	200.0	0.6865139	0.12673791	0.9605669	0.42944926	0.77534705	28.737906	3.9721682	40.548454	19.644241	622800	-0.00091703713	-0.3056772	1.6390507	-8.6063636e-05	-0.075105906	0.30567718	0.0029974568	0.0	99.0	247201.1077992916
3114	200.0	0.66509557	0.24524958	0.99514633	0.3093847	0.7342678	28.745867	6.7492824	44.029285	18.953087	623000	-0.0010108111	-0.33693796	1.8470913	-0.00022652082	-0.10961723	0.33693796	0.0076615666	0.0	99.0	247281.45445680618
3115	200.0	0.7159466	0.07313485	0.91425943	0.51665944	0.78375727	28.224977	2.9226627	39.948483	20.654705	623200	-0.0008974077	-0.29913548	1.5693033	2.5108224e-05	-0.022793889	0.29913548	0.0058418987	0.0	99.0	247366.3682332039
3116	200.0	0.6764299	0.15342554	0.95751387	0.38082716	0.8026369	28.663437	5.733863	39.85367	19.31392	623400	-0.00093794946	-0.3126503	1.8285846	-0.00022028707	-0.09291291	0.31265032	0.0072752754	0.0	99.0	247446.93476510048
3117	200.0	0.707477	0.06334558	0.89812994	0.4783983	0.77544326	30.490194	2.1002998	40.186653	21.964415	623600	-0.0009940703	-0.3313565	1.7241907	-7.04102e-05	-0.04819262	0.33135647	0.003297238	0.0	99.0	247531.4511091709
3118	200.0	0.8442341	0.08423296	1.0	0.5953862	0.95765054	35.061546	3.3637857	43.567654	22.770216	623800	-0.0009438686	-0.3146225	2.5085921	2.2567343e-05	-0.052977324	0.31462252	0.00903694	0.0	99.0	247612.00313043594
3119	200.0	0.56806654	0.12244615	0.9633206	0.35204834	0.6239134	25.905733	4.1012325	42.49358	19.835854	624000	-0.00091337913	-0.30445942	1.2996694	-0.00010637613	-0.0807848	0.30445942	0.005327856	0.0	99.0	247692.53526592255
3120	200.0	0.8757054	0.07643777	1.0	0.6070175	0.96732765	30.445435	3.0780482	41.534733	23.058447	624200	-0.00084009225	-0.2800304	2.1606755	-0.00028722192	-0.31415975	0.2800304	0.012118604	0.0	87.0	247773.3582251072
3121	200.0	0.74867535	0.06817491	0.94404215	0.5428725	0.8089318	33.051434	3.2655675	39.354855	21.849798	624400	-0.0009595822	-0.31986046	2.0760539	-0.0002708303	-0.08023226	0.31986046	0.008936933	0.0	99.0	247853.95215582848
3122	200.0	0.70446926	0.07356993	0.83369935	0.53117096	0.79275686	29.011318	2.7628226	37.8165	23.573488	624600	-0.0009114653	-0.30382067	1.4271781	-0.00013581204	-0.14596713	0.30382067	0.003097328	0.0	99.0	247934.69753289223
3123	200.0	0.8266639	0.13090254	0.9854941	0.49187818	0.92805564	33.03194	5.720615	43.571613	21.274939	624800	-0.00097733	-0.3257768	2.3219612	-0.00017883955	-0.04015565	0.32577685	0.013052367	0.0	96.0	248020.03707265854
3124	200.0	0.66545844	0.15159239	0.9951212	0.41003308	0.7446861	29.755356	4.2938943	42.460026	21.995214	625000	-0.00096658303	-0.32219246	1.6973188	-0.00011322077	-0.07790196	0.32219243	0.0065333135	0.0	99.0	248105.76938319206
3125	200.0	0.8367306	0.096908204	0.9902768	0.54166853	0.93334776	32.2723	3.3173993	42.091236	24.277464	625200	-0.0009921812	-0.33072597	2.196868	-0.0001962845	-0.046178102	0.33072597	0.013712935	0.0	66.0	248186.34323000908
3126	200.0	0.9071442	0.067350954	1.0	0.5388678	0.97544366	35.285305	3.1794553	42.72107	24.285086	625400	-0.0010933861	-0.36446244	2.547497	-7.447705e-05	-0.05230832	0.36446238	0.0064632134	0.0	99.0	248267.0407743454
3127	200.0	0.81286	0.07133457	0.9487038	0.5945848	0.907135	32.26242	3.1542516	42.21495	23.422956	625600	-0.0009890182	-0.32967252	2.0761125	-6.108638e-05	-0.12354231	0.32967255	0.0025450715	0.0	99.0	248352.27247595787
3128	200.0	0.7980504	0.057679538	0.9666446	0.6316406	0.934036	31.332026	2.6178365	41.357754	20.785303	625800	-0.0009311213	-0.31037477	1.9656906	-0.00016353896	-0.19494843	0.3103748	0.007412198	0.0	99.0	248437.54821920395
3129	200.0	0.852793	0.063966	0.9789627	0.478702	0.92642117	34.620426	2.4427793	42.257446	23.40036	626000	-0.0010166373	-0.33887926	2.3559196	-0.00017977634	-0.04010129	0.33887923	0.013023231	0.0	97.0	248518.372453928
3130	200.0	0.8587743	0.076969795	0.99188495	0.6289766	0.9309705	34.66301	2.7345247	43.890995	22.79975	626200	-0.0009903302	-0.33011058	2.3599312	-0.000103589846	-0.059355736	0.33011058	0.009000183	0.0	99.0	248599.23904538155
3131	200.0	0.84681004	0.12626226	1.0	0.54412115	0.90652597	34.090885	4.4173403	43.36412	19.090055	626400	-0.0009779823	-0.3259944	2.3686984	-0.0001668979	-0.053159	0.32599437	0.0061074975	0.0	99.0	248680.16669392586
3132	200.0	0.75522447	0.065309785	1.0	0.48505965	0.8358574	31.196722	3.2441416	42.017994	24.219698	626600	-0.00096696545	-0.32232165	1.7351476	-5.8659818e-05	-0.19819522	0.32232168	0.0070376564	0.0	99.0	248760.94566106796
3133	200.0	0.81361574	0.10266248	0.99137527	0.6380551	0.8621673	33.152264	4.431796	45.210205	24.307877	626800	-0.00095229305	-0.3174315	2.119913	-6.55239e-05	-0.01022625	0.31743157	0.009479117	0.0	99.0	248846.14269781113
3134	200.0	0.7509803	0.09481761	0.9784672	0.5356917	0.84291124	30.805498	2.3807006	41.165993	17.536648	627000	-0.0009121263	-0.30404302	1.9079729	-0.00023897103	-0.09057629	0.30404305	0.006436948	0.0	99.0	248926.72236442566
3135	200.0	0.7288693	0.09289347	1.0	0.52749234	0.81487674	29.746485	4.349155	40.83206	16.389269	627200	-0.0009040008	-0.30133414	1.5741163	-0.00013294915	-0.070765376	0.3013341	0.0034422586	0.0	99.0	249011.06496238708
3136	200.0	0.54290277	0.05672746	0.6688813	0.37561157	0.6177641	28.365505	4.047076	38.317844	15.007581	627400	-0.0009920597	-0.3306877	1.6201937	-0.00014196709	-0.35910797	0.33068773	0.0037799813	0.0	99.0	249096.76334047318
3137	200.0	0.91351575	0.062268756	0.97828466	0.6641152	0.9731338	36.61376	2.7936716	45.38014	20.805534	627600	-0.0010211607	-0.3403873	2.7198315	-0.00018713367	-0.060364246	0.34038737	0.007732023	0.0	99.0	249182.04121541977
3138	200.0	0.81299734	0.12206	0.99553025	0.3451631	0.8723776	33.50884	4.043162	44.319786	21.707527	627800	-0.0009935886	-0.3311961	2.1564023	-2.8387527e-05	-0.02438116	0.3311962	0.0064514563	0.0	99.0	249262.7059905529
3139	200.0	0.81982106	0.0940088	0.9815969	0.57289255	0.9092237	32.431923	3.4374716	44.320343	22.06593	628000	-0.0009541339	-0.3180431	2.0254223	-0.00013710931	-0.11583936	0.31804308	0.0055255056	0.0	99.0	249348.11867308617
3140	200.0	0.6710936	0.13088624	0.99047595	0.36425155	0.7343969	29.961704	4.873635	44.1568	21.598345	628200	-0.0009684976	-0.3228342	1.8097463	-9.891298e-05	-0.12819624	0.3228342	0.006777169	0.0	99.0	249432.300239563
3141	200.0	0.7351384	0.07321133	0.88143724	0.44064075	0.8283308	29.03823	4.392538	41.006508	21.395857	628400	-0.0010145421	-0.3381808	1.611253	-0.00020219572	-0.17289591	0.33818084	0.0046298066	0.0	99.0	249512.7341208458
3142	200.0	0.45578465	0.12526469	0.8646183	0.24083287	0.50185615	27.88046	3.0974119	42.767258	20.860418	628600	-0.0009729893	-0.32433012	1.8294727	-6.65214e-05	-0.63908756	0.32433015	0.0057353196	0.0	99.0	249593.22618746758
3143	200.0	0.536047	0.19273792	1.0	0.29642385	0.6133492	29.094193	5.899311	45.11007	19.545628	628800	-0.0010194449	-0.33981448	1.8537425	-8.16629e-05	-0.36212718	0.33981445	0.0044106767	0.0	99.0	249678.114508152
3144	200.0	0.8187237	0.14534289	0.9691958	0.46193403	0.91555595	31.52408	4.3666472	43.250713	20.634752	629000	-0.00094652775	-0.31550995	2.1851518	-0.00011200685	-0.08922219	0.31550992	0.003040982	0.0	99.0	249758.75034570694
3145	200.0	0.6731164	0.13242264	0.95369095	0.4765177	0.7491618	28.82994	5.4812922	42.917336	18.49459	629200	-0.0009244573	-0.30815354	1.7029601	-6.0727878e-05	-0.047638297	0.30815354	0.0035685136	0.0	99.0	249839.51032996178
3146	200.0	0.6555599	0.20211317	0.9723838	0.34395918	0.7623334	28.479507	6.714183	42.869534	15.361845	629400	-0.0010522772	-0.35075927	1.802666	-0.00014161598	-0.04028952	0.35075924	0.0029772567	0.0	99.0	249924.6384909153
3147	200.0	0.8029425	0.1317917	0.9952583	0.4504335	0.87963176	32.26701	3.9527097	43.667465	20.887741	629600	-0.00095350196	-0.3178357	2.194867	-0.00013461971	-0.13870978	0.31783566	0.006815826	0.0	99.0	250005.10107922554
3148	200.0	0.85705346	0.048278593	0.95665514	0.6918443	0.9405297	32.866756	2.3829477	42.2983	23.718864	629800	-0.0010193589	-0.33978623	2.1748838	-6.150687e-05	-0.1278131	0.33978626	0.0039043766	0.0	99.0	250085.67343831062
3149	200.0	0.8107038	0.10531768	0.9910515	0.50826806	0.8888361	31.365992	3.0197577	42.692524	21.923056	630000	-0.00092645426	-0.30881903	2.0333269	-7.457024e-05	-0.05067289	0.30881906	0.007462518	0.0	99.0	250166.25709939003
3150	200.0	0.7977135	0.109199315	0.9951133	0.5343444	0.88929033	32.397594	2.929506	42.19668	22.378319	630200	-0.0008754649	-0.29182228	2.155205	-9.957608e-05	-0.052238226	0.2918223	0.01004173	0.0	99.0	250247.62720942497
3151	200.0	0.839844	0.10042345	0.98705167	0.53462213	0.90775394	32.744816	3.0320144	43.11167	19.906498	630400	-0.0009443097	-0.31476918	2.2125888	-9.432336e-05	-0.061207533	0.31476915	0.007605807	0.0	99.0	250332.98095202446
3152	200.0	0.7606916	0.040554404	0.8974224	0.5999294	0.8136678	29.628962	2.3685112	39.0953	21.687374	630600	-0.00081684836	-0.27228317	1.7189062	-0.00020904769	-0.07136369	0.27228317	0.0052060303	0.0	99.0	250419.34379839897
3153	200.0	0.6595006	0.15281731	0.97852856	0.3116538	0.7947717	28.741213	3.769054	42.695244	13.285958	630800	-0.0009632653	-0.3210879	1.8352436	-0.00030994904	-0.064007044	0.3210879	0.009333824	0.0	99.0	250504.66356039047
3154	200.0	0.85942197	0.07828529	0.9887976	0.6257992	0.9515593	33.8514	3.2284973	41.558205	23.389803	631000	-0.00094869465	-0.31623113	2.3859875	3.7670252e-06	-0.052280426	0.31623116	0.006478587	0.0	99.0	250585.74453544617
3155	200.0	0.7854829	0.16141345	0.9878074	0.4344817	0.887036	32.524494	7.0504923	44.731796	14.531555	631200	-0.00096129096	-0.32043046	2.2448723	-0.00011589151	-0.02215004	0.32043052	0.005626576	0.0	99.0	250666.78111052513
3156	200.0	0.6903929	0.11943266	0.97304857	0.4833673	0.84897745	29.063938	4.466224	41.78811	21.347794	631400	-0.00089877157	-0.29958972	1.6667054	-8.743827e-05	-0.046373725	0.29958975	0.0057577183	0.0	99.0	250751.82384085655
3157	200.0	0.7992878	0.1297618	0.9704977	0.4390951	0.88404244	33.17584	3.6053324	43.3753	23.57135	631600	-0.00096104847	-0.32034934	2.2128596	-9.5337804e-05	-0.069009304	0.32034937	0.004252472	0.0	99.0	250836.03135585785
3158	200.0	0.8959397	0.057412833	0.9764093	0.722753	0.9574964	36.4424	3.4714036	45.350018	23.124472	631800	-0.0010607635	-0.35358712	2.5594213	-0.0001457216	-0.15103245	0.35358715	0.015315256	0.0	87.0	250920.75747418404
3159	200.0	0.6850872	0.119626425	0.95903796	0.45602652	0.7668052	29.16192	3.896197	41.643585	21.917637	632000	-0.0009776342	-0.32587716	1.6422131	-0.00011616119	-0.058639288	0.32587716	0.0061816415	0.0	99.0	251001.43023633957
3160	200.0	0.77370983	0.0891273	1.0	0.40205187	0.8620703	32.082104	2.440044	42.60634	21.860186	632200	-0.0009941672	-0.33138835	2.0307148	2.3085158e-07	-0.040610075	0.33138835	0.013057665	0.0	59.0	251082.6672489643
3161	200.0	0.726917	0.06196234	0.924875	0.43182933	0.7974674	32.57929	2.550278	41.8894	18.81113	632400	-0.0010117948	-0.3372656	1.999389	-6.428058e-05	-0.08338308	0.33726558	0.0047652833	0.0	99.0	251163.1611778736
3162	200.0	0.7045929	0.11991227	0.9840266	0.3812896	0.7854101	29.10308	3.872752	41.48934	20.403725	632600	-0.0009485133	-0.3161731	1.751075	-0.00022440997	-0.09491634	0.31617314	0.008932476	0.0	99.0	251244.48208975792
3163	200.0	0.6595166	0.055871345	0.74379826	0.22224806	0.71887547	28.491526	1.6923156	36.122425	14.098703	632800	-0.00092764647	-0.30921543	1.5069734	-1.9701489e-05	-0.03936386	0.30921546	0.0061450694	0.0	99.0	251324.95272755623
3164	200.0	0.80314994	0.12603383	1.0	0.50873065	0.90046084	30.639658	2.848414	39.42427	17.911627	633000	-0.0009028659	-0.30095467	2.034208	-0.00011693209	-0.09518778	0.30095464	0.011084597	0.0	75.0	251405.89677238464
3165	200.0	0.76972723	0.08112516	0.94335717	0.5869355	0.85190856	30.731855	2.5520968	42.917522	16.536938	633200	-0.0009700198	-0.32333943	1.8600385	7.550698e-07	-0.04486215	0.32333943	0.0042980574	0.0	99.0	251491.15547156334
3166	200.0	0.77723306	0.11239932	1.0	0.38846055	0.8934857	32.085033	3.6290357	41.17272	20.471853	633400	-0.0009549527	-0.31831703	2.135526	-1.7287733e-05	-0.08597183	0.3183171	0.0068791783	0.0	99.0	251571.94328331947
3167	200.0	0.6832687	0.16225159	0.9951434	0.35991696	0.747347	27.837858	5.369017	42.50911	16.952917	633600	-0.0009808841	-0.32696027	1.6309896	-0.00019193708	-0.07969308	0.3269603	0.010785633	0.0	95.0	251653.39054775238
3168	200.0	0.70236826	0.07782892	0.9338232	0.46724573	0.7955459	26.72234	2.3496542	36.07703	16.253134	633800	-0.0007985557	-0.26618522	1.5796748	-4.6140805e-05	-0.10944569	0.26618525	0.004946943	0.0	99.0	251738.75489354134
3169	200.0	0.8696206	0.07648696	0.96151304	0.50135666	0.9421991	32.2013	1.6923816	39.875504	24.578512	634000	-0.00091001525	-0.3033394	2.2684271	4.6015484e-06	-0.093503475	0.30333936	0.018867237	0.0	48.0	251819.29327630997
3170	200.0	0.83603823	0.04465979	0.92363876	0.6479256	0.9121934	32.833366	2.3805578	40.947227	21.58455	634200	-0.0009850934	-0.32836553	2.1292844	-0.00015690492	-0.045032024	0.3283656	0.0042911703	0.0	99.0	251904.27940773964
3171	200.0	0.7458087	0.095480174	0.9707736	0.48316228	0.8455633	32.140694	3.8321247	42.61047	22.1734	634400	-0.0010404299	-0.34680972	2.0383468	-0.00014571077	-0.21076226	0.34680974	0.0037302757	0.0	99.0	251989.3686800003
3172	200.0	0.7687731	0.13217852	0.9753	0.31303138	0.8573958	32.83029	3.432748	42.260746	25.30874	634600	-0.0010251781	-0.3417259	2.1169634	-8.677575e-05	-0.027822495	0.34172592	0.003203696	0.0	99.0	252070.03452897072
3173	200.0	0.75849986	0.13127363	0.9534804	0.40841192	0.8522222	31.494732	3.7055597	42.42933	23.224249	634800	-0.0010104585	-0.3368199	2.006522	-7.500872e-05	-0.0720706	0.33681995	0.006311621	0.0	99.0	252150.89203429222
3174	200.0	0.8172351	0.112072416	0.9767584	0.53274286	0.91634816	32.69882	6.1048484	44.110386	19.122416	635000	-0.0010436493	-0.3478834	2.2709322	-8.181168e-05	-0.10050011	0.34788343	0.004063767	0.0	99.0	252231.52752566338
3175	200.0	0.67549753	0.042407453	0.7770619	0.47158164	0.7412087	28.80904	2.5845685	38.71297	22.102947	635200	-0.0009140373	-0.30467924	1.3931363	-3.599428e-05	-0.042297482	0.3046792	0.005291063	0.0	99.0	252312.1571481228
3176	200.0	0.5802102	0.07746036	0.7829968	0.4208206	0.67610127	30.242432	3.1602995	41.447094	22.630724	635400	-0.0010356357	-0.34521195	1.8433617	-0.00012706034	-0.2742976	0.34521198	0.005631272	0.0	99.0	252392.99547696114
3177	200.0	0.77040833	0.12342518	1.0	0.35755304	0.872385	30.35655	4.495116	42.158794	16.878422	635600	-0.0010119639	-0.33732003	1.8759762	-0.00011058792	-0.08632815	0.33732	0.007965996	0.0	99.0	252477.63029551506
3178	200.0	0.7845305	0.1048593	0.9861506	0.529094	0.87444407	32.647823	4.6655903	45.386395	21.834835	635800	-0.000997421	-0.33247364	2.1450934	-0.00011645944	-0.046911716	0.33247367	0.0035676311	0.0	99.0	252558.63093948364
3179	200.0	0.73563784	0.08880876	0.9502838	0.5608201	0.8470502	31.86367	2.9821846	44.150845	18.950514	636000	-0.0010052904	-0.33509696	1.9651339	-0.00023294264	-0.042289615	0.33509696	0.008934716	0.0	99.0	252642.5517795086
3180	200.0	0.6403727	0.08934776	0.9903111	0.47613144	0.73706573	26.367306	3.2152424	40.926224	19.678564	636200	-0.00091090146	-0.3036342	1.4538405	3.648753e-05	-0.109068155	0.30363423	0.005509201	0.0	99.0	252727.52402043343
3181	200.0	0.7681355	0.06900397	0.997476	0.602588	0.8340058	31.233683	2.7385502	42.271374	20.920984	636400	-0.0009434128	-0.3144708	1.9849308	-8.8242e-05	-0.083734155	0.31447086	0.01191434	0.0	91.0	252808.5363755226
3182	200.0	0.58162266	0.12460788	0.98190004	0.4137821	0.63228965	28.16228	4.0310283	43.60431	20.39246	636600	-0.00088551687	-0.29517233	1.5203223	-0.0002535052	-0.14667082	0.29517233	0.0057505234	0.0	99.0	252889.1532239914
3183	200.0	0.91039693	0.05882318	0.99541515	0.7002754	1.0	34.34414	2.7527878	41.873287	23.222769	636800	-0.0008591934	-0.28639716	2.6327536	-6.747723e-05	-0.064199686	0.2863972	0.007996293	0.0	99.0	252969.71208000183
3184	200.0	0.8054607	0.06222475	0.9614951	0.61015314	0.8753396	33.70595	3.100863	42.733784	23.297565	637000	-0.0010175498	-0.33918235	2.2056043	7.7422825e-05	-0.036335707	0.33918235	0.005067579	0.0	99.0	253050.59689235687
3185	200.0	0.86730856	0.0711494	0.9857775	0.57439375	0.9786308	33.149532	2.8890834	41.84025	19.724241	637200	-0.00094289123	-0.31429756	2.2175155	-0.0001055568	-0.07611418	0.3142976	0.0047648633	0.0	99.0	253136.54788970947
3186	200.0	0.5375084	0.2035416	0.97795385	0.28854352	0.6387808	26.088175	4.65882	40.52863	18.119963	637400	-0.0008926177	-0.29754055	1.5752262	-0.0004340114	-0.18056905	0.2975406	0.010758232	0.0	99.0	253217.24486136436
3187	200.0	0.7404241	0.03257879	0.8428962	0.5336658	0.80707115	30.12333	2.5358646	37.520264	19.267204	637600	-0.0010221504	-0.3407167	1.7485322	-5.102856e-05	-0.048863173	0.3407167	0.0061025247	0.0	99.0	253297.96629333496
3188	200.0	0.7353335	0.11252639	1.0	0.5438122	0.8190645	29.64786	3.438613	41.49556	20.186903	637800	-0.00092653907	-0.30884773	1.7826971	-0.00019123824	-0.03669691	0.30884776	0.0077605103	0.0	99.0	253378.67236232758
3189	200.0	0.7008447	0.09896862	0.9638434	0.51933223	0.7976262	27.894493	3.678237	42.25057	21.392136	638000	-0.00092530117	-0.30843377	1.5260929	-5.182257e-05	-0.05698669	0.30843374	0.003654364	0.0	99.0	253459.22909331322
3190	200.0	0.8894746	0.07441695	0.99624646	0.58870417	0.9640454	34.515293	2.4998748	42.44286	23.328651	638200	-0.0010005237	-0.33350787	2.4645722	-0.00022705027	-0.04880953	0.33350784	0.009439091	0.0	99.0	253540.0579199791
3191	200.0	0.8149633	0.11343649	0.97016054	0.54178876	0.8854212	33.58485	3.2415807	43.621086	21.345243	638400	-0.0010292144	-0.34306973	2.235254	-0.00014504115	-0.04244852	0.34306976	0.0053314804	0.0	99.0	253625.64111208916
3192	200.0	0.9233258	0.023236837	0.9901628	0.8261987	1.0	34.670628	1.9966459	43.174786	24.069351	638600	-0.0010212162	-0.3404047	2.590814	-4.956394e-05	-0.06709576	0.34040475	0.014028669	0.0	93.0	253706.70901989937
3193	200.0	0.7585024	0.09543845	0.9632116	0.46729892	0.86818147	31.75211	4.071686	43.23264	15.393125	638800	-0.0009994529	-0.33315146	1.9510243	-0.0002612474	-0.10023582	0.33315152	0.0069915825	0.0	99.0	253787.5702764988
3194	200.0	0.77118343	0.12613478	0.995405	0.45549923	0.8307216	30.943068	3.751471	42.795975	16.897612	639000	-0.0009765836	-0.325529	1.8823308	-8.332799e-05	-0.026706457	0.32552904	0.0052325386	0.0	99.0	253868.6212863922
3195	200.0	0.720349	0.05682301	0.98548096	0.546854	0.8046004	30.94997	4.71154	41.06949	18.689096	639200	-0.0009816128	-0.32720616	1.9565058	-0.00018538313	-0.17773521	0.32720622	0.0070611048	0.0	99.0	253949.2552447319
3196	200.0	0.8313807	0.061431527	0.99063283	0.520974	0.91569835	33.12814	3.5145862	43.048523	17.29692	639400	-0.0010113106	-0.33710173	2.132904	-0.00036450708	-0.08437133	0.3371017	0.0072662816	0.0	99.0	254030.52437138557
3197	200.0	0.8999252	0.07273155	0.9879657	0.6154002	0.9564243	34.33438	2.0007968	42.743317	22.035738	639600	-0.0009824494	-0.32748196	2.45188	-2.8122915e-05	-0.055330038	0.327482	0.0052939975	0.0	99.0	254114.6173260212
3198	200.0	0.84305495	0.07805283	0.99532706	0.6379648	0.91084915	34.0553	3.403597	45.012302	22.204533	639800	-0.0010549703	-0.35165653	2.2468455	-0.00011140958	-0.092535734	0.35165665	0.004716088	0.0	99.0	254195.48576903343
3199	200.0	0.7282936	0.06434119	0.87193024	0.43073088	0.7881972	31.042002	2.3124864	41.30025	24.414524	640000	-0.00096322905	-0.32107615	1.7876892	-7.721904e-05	-0.060135365	0.32107618	0.003871365	0.0	99.0	254276.09574270248
3200	200.0	0.90509665	0.031729873	0.97985715	0.70624954	0.9661609	35.42455	2.2840037	43.80685	23.6393	640200	-0.00093462813	-0.3115438	2.4974525	-9.16266e-05	-0.20549345	0.3115438	0.008143415	0.0	99.0	254361.07630848885
3201	200.0	0.7764608	0.09875111	0.97459203	0.5314246	0.8844421	31.563822	3.9540734	43.235905	23.581734	640400	-0.00092443347	-0.3081443	2.0322046	-4.0157232e-05	-0.10228598	0.30814433	0.005807108	0.0	99.0	254441.58550190926
3202	200.0	0.8722919	0.06794835	0.9927888	0.5882001	0.9461526	33.95152	2.5990686	43.72257	22.714394	640600	-0.0010186668	-0.3395554	2.3648608	-0.00022144674	-0.036304474	0.3395554	0.009130132	0.0	99.0	254522.44247698784
3203	200.0	0.7539298	0.16849782	0.9952128	0.31176794	0.8087136	32.455475	4.6881967	44.303234	22.628067	640800	-0.0010381964	-0.3460643	2.0830584	2.5025802e-06	-0.076707125	0.34606427	0.0043134703	0.0	99.0	254607.85586237907
3204	200.0	0.6782008	0.1302244	0.9951102	0.49010095	0.74203324	28.204128	4.025127	42.825512	21.641817	641000	-0.0009694256	-0.32314107	1.5484134	-0.0001407335	-0.035892963	0.3231411	0.0050795064	0.0	99.0	254688.53012228012
3205	200.0	0.7851765	0.108366705	0.9623868	0.44038567	0.8799438	33.011326	3.6221027	42.279846	19.810202	641200	-0.0010078697	-0.3359569	2.1746445	-7.8687095e-05	-0.04152012	0.3359569	0.0027801248	0.0	99.0	254773.626578331
3206	200.0	0.6155985	0.108473904	0.9526346	0.43014613	0.6730645	28.337267	3.5558636	41.3036	20.658764	641400	-0.0009649008	-0.3216331	1.5044147	-0.00012763147	-0.07622182	0.32163316	0.0073507265	0.0	99.0	254858.798691988
3207	200.0	0.67555857	0.12476188	0.92144126	0.3655386	0.7715835	27.374002	2.8195932	35.84953	19.781881	641600	-0.0009256642	-0.30855328	1.470822	-2.1845277e-05	-0.12975454	0.30855328	0.003088596	0.0	99.0	254944.0838549137
3208	200.0	0.8770101	0.07346959	0.9870431	0.6742521	0.94495	32.216824	2.6805768	39.09451	22.564991	641800	-0.000908714	-0.30290553	2.3161333	-3.629725e-05	-0.35076368	0.30290553	0.0018354531	0.0	99.0	255025.09442019463
3209	200.0	0.7154458	0.14392379	0.9706071	0.4270644	0.80971605	30.28432	4.523769	42.497135	19.89636	642000	-0.0009928109	-0.3309379	1.8413635	-0.00018545915	-0.06460035	0.33093783	0.0053063254	0.0	99.0	255105.69454717636
3210	200.0	0.8304312	0.10268557	0.99137235	0.6386163	0.9119303	32.68249	5.2687645	44.82839	23.781195	642200	-0.0009974524	-0.33248505	2.089006	-0.00014069432	-0.073177814	0.33248508	0.005497459	0.0	99.0	255191.29099059105
3211	200.0	0.82133424	0.06949009	0.98935115	0.5945353	0.94460535	30.56013	3.3709161	38.936844	22.656208	642400	-0.0009503545	-0.31678557	2.1916144	-0.00015871075	-0.15577173	0.3167856	0.013607875	0.0	91.0	255276.70086336136
3212	200.0	0.7181997	0.124510914	0.9811957	0.35181066	0.8071459	32.227062	5.0236526	45.192364	23.800428	642600	-0.0009840382	-0.32801276	1.9596473	-0.00014673523	-0.057388425	0.32801282	0.0066193654	0.0	99.0	255357.67438554764
3213	200.0	0.7516819	0.09314549	0.9465009	0.37426335	0.82805353	31.65914	3.937323	40.764317	24.790415	642800	-0.0009675832	-0.32252723	1.7907711	-0.00013667432	-0.06428015	0.32252723	0.0076969294	0.0	99.0	255438.17482495308
3214	200.0	0.641452	0.2095716	0.9658026	0.27992657	0.7527675	29.630047	3.9441292	41.635303	22.104136	643000	-0.00094893604	-0.3163142	1.9422221	-0.0001994691	-0.25620723	0.3163142	0.007075059	0.0	99.0	255523.08376955986
3215	200.0	0.7778758	0.12496221	1.0	0.40135264	0.847665	33.46298	4.6520853	44.36288	21.806128	643200	-0.0010525387	-0.35084534	2.2045968	-8.967309e-05	-0.03948021	0.35084534	0.0055035357	0.0	99.0	255603.75502848625
3216	200.0	0.7145234	0.096011	0.9595271	0.4641331	0.8010661	29.48564	2.8059583	41.171658	22.713602	643400	-0.00088578736	-0.2952621	1.6909785	-0.000107923115	-0.02556479	0.29526213	0.004420637	0.0	99.0	255689.2520661354
3217	200.0	0.7951567	0.18660308	1.0	0.4410083	0.8564911	32.179417	4.2193217	43.38013	23.419672	643600	-0.0009839949	-0.32799837	2.2069051	-0.00010912621	-0.09164953	0.32799834	0.0042976732	0.0	99.0	255774.48538661003
